id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO	untouched	3.3	LAND_AND_TERRITORY	LAND_AND_TERRITORY__FED_BIA_TRIBAL_GEO	335	LAR_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:OPEN_DATA__INTL_CA_OPEN_CANADA	untouched	3.3	OPEN_DATA	OPEN_DATA__INTL_CA_OPEN_CANADA	500	C_ORGANIZATION	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__FED_DHS_HIFLD	untouched	3.3	REFERENCE	REFERENCE__FED_DHS_HIFLD	500	LAYER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	OUTCOME REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__XC_CROSSREF_FUNDER_REGISTRY	untouched	3.3	REFERENCE	REFERENCE__XC_CROSSREF_FUNDER_REGISTRY	45661	FUNDER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS	untouched	3.2	ECONOMICS	ECONOMICS__FED_PBGC_TRUSTEED_PENSION_PLANS	21596	PLAN_NAME, PLAN_SPONSOR_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS	untouched	3.2	EDUCATION	EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_STATS	21211	ADVERTISER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145		who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_OCC_THRIFTS	untouched	3.2	FINANCE	FINANCE__FED_OCC_THRIFTS	218	NAME, ADDRESS_LOC	organizations	no	yes	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LOC, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA_861_BALANCING_AUTHORITY	untouched	3.1	ENERGY	ENERGY__FED_EIA_861_BALANCING_AUTHORITY	189	BALANCING_AUTHORITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST	untouched	3.1	IMMIGRATION	IMMIGRATION__FED_ICE_DETENTION_FACILITY_LIST	163	FACILITY_NAME	organizations	no	yes	FED_CMS_HOSPICE_ENROLLMENTS, FED_ICE_DETENTION_FACILITY_CODES, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:JUSTICE__FED_OFAC_SDN	untouched	3.1	JUSTICE	JUSTICE__FED_OFAC_SDN	19114	SDN_NAME	organizations	yes	no		TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (IMO); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	untouched	3.0	ENVIRONMENT	ENVIRONMENT__FED_EPA_EGRID_PLANT_2022	11974	PLANT_NAME, PLANT_TRANSMISSION_OR_DISTRIBUTION_SYSTEM_OWNER_NAME, UTILITY_NAME, BALANCING_AUTHORITY_NAME, EGRID_SUBREGION_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA860_1_UTILITY	untouched	2.9	ENERGY	ENERGY__FED_EIA860_1_UTILITY	6643	UTILITY_NAME, STREET_ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_DIALYSIS	untouched	2.9	HEALTH	HEALTH__FED_CMS_DIALYSIS	7557	FACILITY_NAME, CHAIN_ORGANIZATION, ADDRESS_LINE_1, ADDRESS_LINE_2	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_HOSPICE	untouched	2.9	HEALTH	HEALTH__FED_CMS_HOSPICE	6852	FACILITY_NAME, ADDRESS_LINE_1	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LINE_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_HOSPITAL_GENERAL	untouched	2.9	HEALTH	HEALTH__FED_CMS_HOSPITAL_GENERAL	5432	FACILITY_NAME, ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:LABOR__FED_PBGC_TRUSTEED_PLANS	untouched	2.9	LABOR	LABOR__FED_PBGC_TRUSTEED_PLANS	5176	SPONSOR_NAME, PLAN_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:SCIENCE__FED_NASA_OPEN_DATA	untouched	2.9	SCIENCE	SCIENCE__FED_NASA_OPEN_DATA	54	API_NAME	organizations	no	no	FED_NSF_AWARDS, FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_FRAME	untouched	2.8	ENERGY	ENERGY__FED_EIA861_FRAME	3412	UTILITY_NAME	organizations	no	no	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145		who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_EPA_ENVIROFACTS	untouched	2.8	ENVIRONMENT	ENVIRONMENT__FED_EPA_ENVIROFACTS	5000	FACILITY_NAME	organizations	yes	no		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_FINRA_MPID_LIST	untouched	2.8	FINANCE	FINANCE__FED_FINRA_MPID_LIST	4215	NAME	organizations	no	no	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145		who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_NCUA_CALL_REPORTS_FOICU	untouched	2.8	FINANCE	FINANCE__FED_NCUA_CALL_REPORTS_FOICU	4336	CU_NAME, STREET	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (NCUA_CHARTER, RSSD); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:XWALK_HOSPITAL_CCN_EIN	untouched	2.8	CORE	XWALK_HOSPITAL_CCN_EIN	4003	CCN_NAME, EIN_NAME	organizations	yes	no		MAP REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN, EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS	untouched	2.7	FINANCE	FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS	260556	FACILITY_NAME	organizations	yes	no			who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:TRANSPORT__FED_DOT_BTS	untouched	2.7	TRANSPORT	TRANSPORT__FED_DOT_BTS	21	DATABASE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_UTILITY_DATA	untouched	2.6	ENERGY	ENERGY__FED_EIA861_UTILITY_DATA	1701	UTILITY_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
