idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V2323,cross,fed_epa_sdwa_sdwa_lcr_samples|fed_epa_sdwa_sdwa_geographic_areas,SDWA Lead and Copper Samples|SDWA Geographic Areas,environment,Lead sample results mapped to zip,"Map the highest lead sample results per water system to the zips it serves, with an action-level threshold line.",map,pwsid|contaminant_code|sample_measure|unit_of_measure|sampling_end_date|zip_code,PWSID,yes,zip,Households in specific zips are drinking lead at levels above the action threshold.,high,plausible-from-metadata,Sample grain is per-sample not per-system percentile; units may be mixed and need normalizing.
V2324,cross,fed_epa_sdwa_sdwa_lcr_samples|fed_mapping_inequality,SDWA Lead Samples|Mapping Inequality Redlining,environment,Lead in water and 1930s redlining grades,Overlay lead sample results on historic redlining polygons and compare distributions by grade. Tests whether the worst-graded neighborhoods still get the worst water.,distribution,pwsid|sample_measure|contaminant_code|grade|city|state,geographic overlay (no shared id),yes,point,The neighborhoods redlined ninety years ago are still the ones drinking the worst water.,high,plausible-from-metadata,Water systems are large and rarely align to neighborhood polygons; the geographic assignment is coarse.
V2325,cross,fed_epa_sdwa_sdwa_site_visits|fed_epa_sdwa_sdwa_violations_enforcement,FED_EPA_SDWA_SDWA_SITE_VISITS|FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT,environment,Do site visits prevent violations,"Slope chart of violation rate before and after a sanitary survey per system, testing whether inspections actually work.",slope chart,pwsid|visit_date|non_compl_per_begin_date|is_health_based_ind,PWSID,yes,none,"If inspections do not reduce violations, the whole oversight ritual needs rebuilding.",high,plausible-from-metadata,Confounded by the fact that troubled systems get inspected more; needs careful framing.
V2326,cross,fed_epa_sdwa_sdwa_violations_enforcement|fed_epa_sdwa_sdwa_pub_water_systems,FED_EPA_SDWA_SDWA_VIOLATIONS_ENFORCEMENT|FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,environment,Violations weighted by people served,"Ranked bars of water systems by health-based violations multiplied by population served, ranking harm by headcount.",ranked bars,pwsid|is_health_based_ind|population_served_count,PWSID,yes,none,"Ranks by how many actual humans drank the bad water, not by how many systems misbehaved.",high,plausible-from-metadata,Population counts may be stale; snapshot duplication must be resolved first.
V2327,cross,fed_epa_sdwa_sdwa_violations_enforcement|fed_epa_sdwa_sdwa_pub_water_systems,SDWA Violations and Enforcement|SDWA Public Water Systems,environment,People drinking water in violation,"Aggregate health-based drinking water violations weighted by the population each system serves, ranked by state. The unit is people, not systems.",ranked bars,pwsid|is_health_based_ind|violation_code|non_compl_per_begin_date|population_served_count|state_code|pws_type_code,PWSID,yes,state,Millions of people drink from systems in ongoing health-based violation.,high,plausible-from-metadata,Overlapping violation periods can double count; population served reliability unverified.
V2328,cross,fed_epa_sdwa_sdwa_violations_enforcement|fed_epa_sdwa_sdwa_pub_water_systems,SDWA Violations|SDWA Public Water Systems,environment,Schools and daycares on bad water,Filter to systems flagged as serving a school or daycare and chart their health-based violation rate against all other systems.,distribution,pwsid|is_health_based_ind|violation_category_code|is_school_or_daycare_ind|population_served_count,PWSID,yes,national,Children drink from water systems that fail health standards at their own school.,high,plausible-from-metadata,The school and daycare flag fill rate is unverified and may be mostly blank.
V2329,cross,fed_epa_superfund_site_boundaries|FED_EPA_FRS_FULL,EPA Superfund Boundaries|EPA Facility Registry,environment,Active Facilities on Superfund Ground,Match Superfund sites to registry facilities by site identifier or address and map where currently-regulated operations sit on or beside a contaminated site.,map,epa_id|registry_id|state_code|city|latitude83|longitude83|npl_status_code,EPA site/registry id,no,point,Running a permitted operation on top of a contaminated site compounds exposure for the same neighborhood twice.,high,plausible-from-metadata,"No shared id is confirmed between the two tables — the join may have to be fuzzy on address, which is unreliable at this scale."
V2330,cross,fed_epa_superfund_site_boundaries|fed_hud_assisted_housing_projects|fed_epa_echo,Superfund site boundaries|HUD subsidized housing|EPA ECHO,environment,Subsidized housing inside Superfund footprints,"Map subsidized housing developments falling within or adjacent to Superfund site boundaries, with resident counts.",map,site boundary polygon|site name|LATLON|ADDRESS|units|frs_id|pct_minority,geography (polygon containment),no,point,Families placed by a federal program onto federally recognized contaminated land.,high,plausible-from-metadata,Only 2114 boundary features; spatial containment join with no shared id and unverified geometry columns.
V2331,cross,fed_epa_tri_basic_2023|fed_epa_tri_facility,FED_EPA_TRI_BASIC_2023|FED_EPA_TRI_FACILITY,environment,Corporate release footprint map,"Map of all facilities owned by one parent company sized by 2023 releases, drawing a single corporation's national pollution footprint.",map,c_2_trifd|tri_facility_id|standardized_parent_company|c_107_total_releases|fac_latitude,TRI_FACILITY_ID,no,point,"Shows one company's total harm across every community it operates in, at once.",high,plausible-from-metadata,Join is the toxic-release facility id on both sides; parent name standardization coverage unverified.
V2332,cross,fed_fracfocus_registry|fed_usgs_water|fed_fec_indiv_contributions,FracFocus chemical disclosures|USGS water data|FEC contributions,environment,Fracking chemicals near monitored water,"Map fracking disclosure sites against nearby water monitoring stations showing contaminant readings, with operator political giving as a side panel.",map,well API|operator|LATLON|chemical|site id|parameter|value|employer|transaction_amt,geography (proximity) + operator name,yes,point,Households on well water living downgradient of undisclosed chemical injection.,wild,plausible-from-metadata,"Spatial proximity join, not an id join; FracFocus and USGS marts have unverified geometry columns."
V2333,cross,fed_nid_dams|fed_noaa_storm_events,National Inventory of Dams|NOAA Storm Events,environment,Poor-condition dams in flood-frequent counties,County map of flood event frequency with poor-condition high-hazard dams overlaid as points.,map,hazard_potential|condition_assessment|latitude|longitude|fips|event_type|begin_date_time,county FIPS,yes,county,The dams most likely to fail are in the counties that flood most.,high,plausible-from-metadata,Dam mart column names unverified; condition assessment is often blank or withheld.
V2334,cross,fed_senate_lda_filings|fed_epa_echo,Senate lobbying disclosures|EPA ECHO enforcement,environment,Lobbying spend vs the penalty gap,"For heavily lobbying parent companies, plot total EPA penalties against inspection counts and the ECHO penalty-gap flag at their facilities.",scatter,client_name|income|filing_year|facility_name|total_penalties|penalty_count|total_inspection_count|penalty_gap_flag|pct_minority,company name (name-match),yes,point,Communities near the least-penalized facilities are disproportionately nonwhite.,high,plausible-from-metadata,"ECHO facility names are site names, not corporate parents; the name join needs an ownership layer that may not exist."
V2335,cross,fed_uscg_nrc_incidents|fed_epa_echo,USCG National Response Center Incidents|EPA ECHO,environment,Spill reports at facilities with clean records,"Map reported spill and release incidents against facilities that show no enforcement history, flagging facilities that keep spilling and never get cited.",map,incident_id|responsible_company|latitude|longitude|incident_date|frs_id|facility_name|formal_action_count,name/location match (no shared id),yes,point,Repeated spills into a community can leave no trace in the enforcement record.,high,plausible-from-metadata,The incident mart shows almost no aliased columns; field names unverified. Company name matching required.
V2336,cross,fed_uscg_nrc_incidents|xc_epa_corporate_crosswalk,FED_USCG_NRC_INCIDENTS|XC_EPA_CORPORATE_CROSSWALK,environment,Spill callers matched to corporate parents,"Fuzzy-match NRC responsible-company names to the crosswalk's facility and legal names, then rank release counts by ultimate parent instead of by local subsidiary.",ranked bars,responsible_company|facility_name|matched_legal_name|ultimate_parent_lei|parent_legal_name,LEI,yes,national,Counting spills per parent instead of per subsidiary is what turns a scatter of small incidents into one company's pattern.,high,plausible-from-metadata,"Name-only fuzzy matching with no shared id; false matches would attribute spills to the wrong company, so this needs manual verification before publication."
V2337,cross,fed_usgs_orphaned_oil_gas_wells|fed_wqp_monitoring_stations,FED_USGS_ORPHANED_OIL_GAS_WELLS|FED_WQP_MONITORING_STATIONS,environment,Orphaned wells near unwatched water,Spatially pair orphaned wells with the nearest water-quality station and map the well clusters that sit far from any monitoring point.,map,latitude|longitude|well_identifier|monitoring_location_identifier|huc_eight_digit_code,,no,point,Households drinking groundwater near unplugged wells with no nearby monitoring have no way to find out what is in their water.,high,plausible-from-metadata,"Requires spatial proximity computation, not an id join; both lat/long sets are parsed from text and may be sparse."
V2338,cross,fed_wqp_monitoring_stations|fed_usgs_wbd_huc8,FED_WQP_MONITORING_STATIONS|FED_USGS_WBD_HUC8,environment,Watersheds with no eyes on them,"Join monitoring stations to the HUC-8 watershed index and map every subbasin with zero stations, sized by watershed area and states touched.",map,huc_eight_digit_code|huc8|watershed_name|area_sq_km|states,HUC8,no,county,A large multi-state watershed with no monitoring station is a place where contamination cannot be proven no matter who gets sick.,high,plausible-from-metadata,"Station extract may be partial (5,818 rows) so zero-station watersheds could be an artefact of the pull, not reality."
V2339,cross,intl_global_witness_defenders|FED_USASPENDING_ASSISTANCE_FULL|intl_ec_sercop,Global Witness land defenders|Federal assistance|Ecuador procurement,environment,Killings near extractive projects,Map killings of land and environmental defenders against the locations of internationally funded extractive and infrastructure projects.,map,COUNTRY|name|date|sector|recipient_name|obligation|supplier|contract value|location,country + sector,yes,international,People die defending land while the projects behind the pressure draw public financing.,wild,plausible-from-metadata,Only 232 defender records; project geolocation is not present in the funding marts.
