model,column,clock,grain,is_primary,confidence,why,overturned_from,overturn_why,evidence_file
transport__fed_fra_equipment_accidents,head_end_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of locomotives on the head end of the train — a consist count, not a time value; it only reached the candidate list through a name-shape false positive.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,rear_end_manual_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of manually operated rear-end locomotives, a consist count with no time meaning.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,rear_end_remote_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of remote-controlled rear-end locomotives, a consist count with no time meaning.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,derailed_head_end_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of head-end locomotives that derailed, a damage count not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,derailed_rear_end_manual_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of manual rear-end locomotives that derailed, a damage count not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,derailed_rear_end_remote_locomotives,not_a_date,unknown,False,high,"Uncast varchar count of remote rear-end locomotives that derailed, a damage count not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_rail_deaths_by_railroad,incident_year,happened,year,True,high,"The mart derives it from the casualty table's incident_year with two-digit years normalized ('20' to 2020), it carries a not_null test and is part of the model's unique key, so it is a real fully-populated year of death.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_fra_rail_deaths_by_railroad.sql
transport__fed_fra_safety,event_date,happened,day,True,medium,"try_to_date (no format given) on the FRA safety API's event date — the date of the safety event; the mart holds a single row and the census recorded no range, so nothing about the value format is verified.","clock=happened, grain=day, is_primary=true, confidence=medium",The scan shows EVENT_DATE is a DATE column with nonnull=0 on the table's single row: it is NULL. The classifier guessed correctly that 'nothing about the value format is verified' but still made it primary. This one-row FRA Safety API stub has no clock.,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_fra_safety.sql
transport__fed_ntsb_aviation_aircraft,flt_plan_filed,not_a_date,unknown,False,medium,"Kept as an uncast varchar while every real date on the table got a try_to_date: in the NTSB schema this is the TYPE of flight plan filed (IFR/VFR/none), a code that only looks like a filing date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,date_last_insp,happened,day,True,medium,"try_to_date on the left 10 characters of an ISO string: the date the aircraft's last inspection actually took place, and the only real-world event date on this table — the crash date itself lives on the events table via ev_id.","clock=happened, grain=day, is_primary=true, confidence=medium","JUDGMENT CALL, medium confidence, flagged as such. The staging model carries ev_id but no ev_date (confirmed by grep), so the accident's own date is not on this table. date_last_insp is the airframe's last maintenance inspection -- an attribute of the aircraft, not of the accident each row belongs to. The same classifier excluded acft_year from primary on this exact table for this exact reason ('an attribute of the airframe, not of the accident this row belongs to') and correctly marked the sibling injury table clock-less for the same join-to-events reason. Making it primary silently places 31,503 accident-aircraft rows at their last inspection date instead of the crash date. I am not certain the synthesis step prefers clock-less over a weak-but-real clock, so treat this as the softest of my overturns.",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,dprt_time,not_a_date,unknown,False,medium,"Uncast varchar departure time of day (HHMM in the NTSB schema, with dprt_timezn beside it): a clock time with no calendar, and a bare date-parse on it would produce epoch garbage.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,dprt_timezn,not_a_date,unknown,False,high,"Uncast varchar timezone code for the departure time, a label not a point in time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,lchg_date,ingest,day,False,medium,"NTSB's own 'last change' stamp on the database row (it sits next to lchg_userid on the sibling injury model): record-maintenance bookkeeping that says when the row was last edited, never when anything happened — mistaking it for an event clock is the exact failure this index exists to prevent.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,afm_hrs_since,not_a_date,unknown,False,medium,"Uncast varchar airframe hours since the last inspection or overhaul — a duration in flight hours, not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_aircraft,acft_year,happened,year,False,medium,"Uncast varchar year the aircraft was built — a real event at year grain but an attribute of the airframe, not of the accident this row belongs to.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_aircraft/stg_fed_ntsb_aviation_aircraft__aircraft.sql
transport__fed_ntsb_aviation_events,ev_date,happened,day,True,high,"try_to_date on the left 10 characters of an ISO string: the date the aviation accident or incident occurred, one row per event, which is the table's true clock.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,ev_time,not_a_date,unknown,False,medium,"Uncast varchar local time of day of the accident (HHMM in the NTSB schema): real but calendar-free, and epoch-trap bait if parsed as a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,ev_year,happened,year,False,high,"Uncast varchar year of the accident, a redundant decomposition of ev_date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,ev_month,happened,month,False,high,"Uncast varchar month-of-year of the accident, a redundant decomposition of ev_date that cannot stand alone.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,wx_obs_time,not_a_date,unknown,False,medium,"Uncast varchar sitting in the weather block: the time of day of the weather observation used for the report, a clock time with no calendar.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,altimeter,not_a_date,unknown,False,high,Uncast varchar barometric altimeter setting from the weather block (e.g. 29.92 inHg) — a pressure measurement with no time meaning at all.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,ntsb_notf_date,reported,day,False,high,"try_to_date on the left 10 characters: the date NTSB was notified of the accident, i.e. when someone told the government, always at or after ev_date and the notification-lag half of the pair.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_events,lchg_date,ingest,day,False,medium,"NTSB's own last-change stamp on the database row: bookkeeping about when the record was last edited, not about the accident.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_events/stg_fed_ntsb_aviation_events__events.sql
transport__fed_ntsb_aviation_injury,lchg_date,ingest,day,False,medium,"The staging model pairs it with lchg_userid, confirming it is NTSB's record last-edited stamp; the census range starting 2020-09-25 on injuries from decades of accidents proves it tracks database edits, not events, so this table has no clock of its own — join to the events mart on ev_id for ev_date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_ntsb_aviation_injury/stg_fed_ntsb_aviation_injury__injuries.sql
immigration__fed_cbp_encounters,monthly_totals,not_a_date,unknown,False,high,"try_to_double in the mart: it is a numeric encounter total, and the table is a wide crosstab whose real month axis is trapped in the column NAMES (oct_25 through sep_26).",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_cbp_encounters.sql
immigration__fed_cbp_encounters,data_as_of_date,reported,day,True,medium,"try_to_date on CBP's 'data as of' stamp: the publication currency date of this 9-row published table, the only row-level time value available since the months live in column headers.","clock=reported, grain=day, is_primary=true, confidence=medium","The scan shows DATA_AS_OF_DATE is a DATE column with nonnull=0 of 9 rows: it is 100% NULL. The classifier named an entirely empty column as the single best axis for putting this table on a shared timeline. (MONTHLY_TOTALS is also 100% NULL, so the not_a_date call there stands.)",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_cbp_encounters.sql
immigration__fed_dhs_ohss,report_month,happened,month,True,medium,"Passed through with no cast at all, but it carries the model's only not_null test, so it is populated on all 50,740 rows and is the month the encounters being counted occurred; because it is uncast its stored format is unverified and must not be bare-parsed.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_dhs_ohss.sql
immigration__fed_dhs_ohss,fiscal_year,happened,year,False,medium,"Uncast passthrough of the multi-sheet spreadsheet's fiscal-year label: a federal fiscal year (Oct-Sep), so it is offset about three months from calendar time and must not be aligned as a calendar year.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_dhs_ohss.sql
immigration__fed_dhs_ohss,calendar_year,happened,year,False,medium,"Uncast passthrough labelling the calendar year the counted encounters occurred, the calendar-basis twin of fiscal_year.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_dhs_ohss.sql
immigration__fed_dhs_ohss,month,happened,month,False,low,"Uncast passthrough (quoted as ""MONTH"" in the mart) that appears to be a bare month label from one of the compiled sheets; with no cast, no description and no census range I cannot tell whether it holds a number, a name, or a year-month.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/immigration/immigration__fed_dhs_ohss.sql
