table	column	check	result	severity	proposed_fix
SCIENCE.SCIENCE__INTL_EMBL_ENSEMBL	SEQ_REGION_NAME	C2 name tag holds something else	numbers; org words 0.0%, people 0.0%; e.g. ['17', '13', '7']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
SCIENCE.SCIENCE__INTL_EMBL_ENSEMBL	SOURCE_NAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['ensembl_havana', 'havana', 'havana_tagene']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
SCIENCE.SCIENCE__INTL_EMBL_ENSEMBL	PRIMARY_ACCESSION	C2 catalog regex tag wrong	ACCESSION: 0.0% fit; e.g. ['ENSG00000012048', 'ENST00000497488', 'ENST00000489037']	moderate	retire the regex catalog; tag with the platform tagger
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_NIH_REPORTER	ORG_STATE	C2 tag fails its format	STATE: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_NIH_REPORTER	ORG_COUNTRY	C2 tag fails its format	COUNTRY: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_NIH_REPORTER	ORG_ZIP	C2 tag fails its format	ZIP: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_NIH_REPORTER	ORG_FIPS	C2 tag fails its format	FIPS: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	COMPANY_WEBSITE	C2 name tag holds something else	single words or codes; org words 2.9%, people 0.1%; e.g. ['https://www.afasci.com', 'https://www.spectrumvalves.com', 'svta.com']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	STATE	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['California', 'Oregon', 'New Jersey']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__FED_SBIR_STTR_AWARDS	STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['California', 'Oregon', 'New Jersey']	moderate	retire the regex catalog; tag with the platform tagger
SCIENCE_RESEARCH.SCIENCE_RESEARCH__XC_OSF_REGISTRATIONS	REVIEWS_STATE	C2 tag fails its format	STATE: 0.0% of 10 sampled values fit; e.g. ['accepted']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__XC_OSF_REGISTRATIONS	REVIEWS_STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['accepted']	moderate	retire the regex catalog; tag with the platform tagger
SCIENCE_RESEARCH.SCIENCE_RESEARCH__XC_OSF_REGISTRATIONS	REVISION_STATE	C2 tag fails its format	STATE: 0.0% of 10 sampled values fit; e.g. ['approved']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
SCIENCE_RESEARCH.SCIENCE_RESEARCH__XC_OSF_REGISTRATIONS	REVISION_STATE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['approved']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_DOT_BTS	STATE_FIPS	C2 tag fails its format	FIPS: 0 of 21 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_DOT_BTS	COUNTY_FIPS	C2 tag fails its format	FIPS: 0 of 21 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_CASUALTIES	COUNTY_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.0%; e.g. ['RAPIDES', 'JEFFERSON', 'BANNOCK']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_CASUALTIES	STATE_CODE	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['48', '22', '19']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_CASUALTIES	STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['48', '22', '19']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_FRA_CASUALTIES	STATE_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.0%; e.g. ['TEXAS', 'LOUISIANA', 'IOWA']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS	COUNTY_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.0%; e.g. ['DURHAM', 'STANLY', 'MECKLENBURG']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS	STATE_CODE	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['37', '38', '31']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS	STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['37', '38', '31']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS	STATE_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.0%; e.g. ['NORTH CAROLINA', 'NORTH DAKOTA', 'NEBRASKA']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_CROSSING_INCIDENTS	CITY_NAME	C2 name tag holds something else	places; org words 4.1%, people 0.0%; e.g. ['DURHAM', 'NORWOOD', 'CHARLOTTE']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS	STATE_CODE	C2 tag fails its format	STATE: 0.0% of 2000 sampled values fit; e.g. ['39', '31', '54']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS	STATE_CODE	C2 catalog regex tag wrong	STATE: 0.0% fit; e.g. ['39', '31', '54']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS	STATE_NAME	C2 name tag holds something else	places; org words 0.4%, people 0.0%; e.g. ['OHIO', 'NEBRASKA', 'WEST VIRGINIA']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS	COUNTY_NAME	C2 name tag holds something else	places; org words 0.0%, people 0.4%; e.g. ['HAMILTON', 'DAKOTA', 'MINGO']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_SAFETY	RAILROAD_NAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['N/A']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_FRA_SAFETY	STATE_FIPS	C2 tag fails its format	FIPS: 0.0% of 1 sampled values fit; e.g. ['N/A']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_SAFETY	STATE_FIPS	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['N/A']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_FRA_SAFETY	COUNTY_FIPS	C2 tag fails its format	FIPS: 0.0% of 1 sampled values fit; e.g. ['N/A']	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_FRA_SAFETY	COUNTY_FIPS	C2 catalog regex tag wrong	COUNTY_FIPS: 0.0% fit; e.g. ['N/A']	moderate	retire the regex catalog; tag with the platform tagger
TRANSPORT.TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT	OPER_INDIVIDUAL_NAME	C2 name tag holds something else	single words or codes; org words 0.0%, people 0.0%; e.g. ['N', 'Y']	minor	name keys only on columns holding organizations or people, graded PROBABILISTIC
TRANSPORT.TRANSPORT__FED_NTSB_AVIATION_AIRCRAFT	OPER_ADDR_SAME	C2 tag fails its format	ADDRESS: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
TRANSPORT.TRANSPORT__FED_NTSB_AVIATION_EVENTS	NTSB_DOCKET	C2 tag fails its format	DOCKET: 0 of 2000 sampled rows filled	moderate	fix the rule in connect/keys.py or portal_recon/tag_portal_index.py, then re-tag
ECONOMICS.ECONOMICS__FED_GRANTS_GOV	CFDA_NUMBERS	C3 untagged key, by name	"name says CFDA; e.g. [""['93.113']"", ""['16.601']"", ""['45.040']""]"	minor	decide if this key family joins the vocabulary
ECONOMICS.ECONOMICS__FED_SBA_LOANS	NAICS_DESCRIPTION	C3 untagged key, by name	name says NAICS; e.g. ['Full-Service Restaurants', 'Offices of Certified Public Accountants', 'Offices of Lawyers']	minor	decide if this key family joins the vocabulary
ECONOMICS.ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL	CFDA_TITLE	C3 untagged key, by name	name says CFDA; e.g. ['VA HOMELESS PROVIDERS GRANT AND PER DIEM PROGRAM', 'STATE AND COMMUNITY HIGHWAY SAFETY', 'NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION (NHTSA) DISCRETIONARY SAFETY GRANTS']	minor	decide if this key family joins the vocabulary
ECONOMICS.ECONOMICS__FED_USASPENDING_CONTRACTS	NAICS_DESCRIPTION	C3 untagged key, by name	name says NAICS; e.g. ['GENERAL FREIGHT TRUCKING, LOCAL', 'TELECOMMUNICATIONS RESELLERS', 'WIRED TELECOMMUNICATIONS CARRIERS']	minor	decide if this key family joins the vocabulary
ECONOMICS.ECONOMICS__FED_USASPENDING_CONTRACTS_FULL	NAICS_DESCRIPTION	C3 untagged key, by name	name says NAICS; e.g. ['TILE AND TERRAZZO CONTRACTORS', 'ENGINEERING SERVICES', 'SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING']	minor	decide if this key family joins the vocabulary
ECONOMICS.ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2	NAICS_DESCRIPTION	C3 untagged key, by name	"name says NAICS; e.g. ['MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS', 'TRANSLATION AND INTERPRETATION SERVICES', ""DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS""]"	minor	decide if this key family joins the vocabulary
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_NAICS	NAICS_DESC	C3 untagged key, by name	name says NAICS; e.g. ['Seafood Product Preparation and Packaging', 'Petroleum Bulk Stations and Terminals', 'Nitrogenous Fertilizer Manufacturing']	minor	decide if this key family joins the vocabulary
ENVIRONMENT.ENVIRONMENT__FED_EPA_NPDES_NPDES_SICS	SIC_DESC	C3 untagged key, by name	name says SIC; e.g. ['Canned And Cured Fish And Seafoods', 'Fresh Or Frozen Prepared Fish', 'Petroleum Refining']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CDC_NNDSS_WEEKLY_2024	SORT_ORDER	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['20233000388', '20233005368', '20233005512']	moderate	add a table-scoped rule or token rule, then re-tag
HEALTH.HEALTH__FED_CDC_WONDER	ICD_CHAPTER	C3 untagged key, by name	name says ICD; e.g. ['Certain infectious and parasitic diseases', 'Neoplasms', 'Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	TOT_SUPLR_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['12', '16', '5']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	DME_TOT_SUPLR_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['10', '16', '5']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	POS_TOT_SUPLR_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['0', '4', '9']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_REFER	DRUG_TOT_SUPLR_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['0', '5', '7']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_DURABLE_MEDICAL_EQUIPMENT_DEVICES_SUPPLIES_BY_SUPPL	HCPCS_DESC	C3 untagged key, by name	name says HCPCS; e.g. ['Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg', 'Pharmacy dispensing fee for inhalation drug(s); per 30 days', 'Frames, purchases']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER	TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['15', '21', '41']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER	DRUG_TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['0', '2', '7']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER	MED_TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['15', '21', '39']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI	HCPCS_DESC	C3 untagged key, by name	name says HCPCS; e.g. ['Injection, denosumab, 1 mg', 'Injection, zoledronic acid, 1 mg', 'Blood test, comprehensive group of blood chemicals']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PHYSICIAN_OTHER_PRACTITIONERS_BY_PROVIDER_AND_SERVI	HCPCS_DRUG_IND	C3 untagged key, by name	name says HCPCS; e.g. ['Y', 'N']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PROVIDER	TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['33', '39', '35']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PROVIDER	DRUG_TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['7', '0', '5']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_CMS_MEDICARE_PROVIDER	MED_TOT_HCPCS_CDS	C3 untagged key, by name	name says HCPCS; e.g. ['26', '39', '28']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_FDA_DRUG_ENFORCEMENT	PRODUCT_NDC_LIST	C3 untagged key, by name	name says NDC; e.g. ['42192-327, 42192-329, 42192-330, 42192-331, 42192-328', '42291-366, 42291-367, 42291-368, 42291-369', '13668-268, 13668-271']	minor	decide if this key family joins the vocabulary
HEALTH.HEALTH__FED_HRSA_NPDB	PRIOR_DEA_REPORTS	C3 untagged key, by name	name says DEA_NO; e.g. ['0', '1', '7']	minor	decide if this key family joins the vocabulary
HOUSING.HOUSING__FED_CFPB_HMDA	CENSUS_TRACT	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['11001007407', '11001001003', '11001002503']	moderate	add a table-scoped rule or token rule, then re-tag
HOUSING.HOUSING__FED_CFPB_HMDA_DC_ONLY	CENSUS_TRACT	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['11001007407', '11001001003', '11001002503']	moderate	add a table-scoped rule or token rule, then re-tag
HOUSING.HOUSING__FED_CFPB_HMDA_LAR	CENSUS_TRACT	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['11001007809', '11001000804', '11001002201']	moderate	add a table-scoped rule or token rule, then re-tag
HOUSING.HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES	STD_ZIP11	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['99504438799', '35233190526', '36602232351']	moderate	add a table-scoped rule or token rule, then re-tag
HOUSING.HOUSING__FED_HUD_PUBLIC_HOUSING_AUTHORITIES	TRACT_LEVEL_KEY	C3 untagged key, by value	NDC 100% of distinct sampled values; e.g. ['02020001602', '01073004502', '01097000200']	moderate	add a table-scoped rule or token rule, then re-tag
LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2023	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2022', '2012', '2017']	minor	decide if this key family joins the vocabulary
LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2024	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2022', '2017', '2012']	minor	decide if this key family joins the vocabulary
LABOR.LABOR__FED_OSHA_ITA_300A_SUMMARY_2025	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2012.0', '2022.0', '2017.0']	minor	decide if this key family joins the vocabulary
LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2023	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2022.0', '2012.0', '2017.0']	minor	decide if this key family joins the vocabulary
LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2024	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2022.0', '2012.0', '2017.0']	minor	decide if this key family joins the vocabulary
LABOR.LABOR__FED_OSHA_ITA_CASE_DETAIL_2025	NAICS_YEAR	C3 untagged key, by name	name says NAICS; e.g. ['2022.0', '2012.0', '2017.0']	minor	decide if this key family joins the vocabulary
LEGAL_ENFORCEMENT.LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS	RELATED6DIGITNAICSCODE	C3 untagged key, by name	name says NAICS; e.g. ['446110', '325412', '522110']	minor	decide if this key family joins the vocabulary
LEGAL_ENFORCEMENT.LEGAL_ENFORCEMENT__FED_NAAG_MULTISTATE_SETTLEMENTS	RELATED4DIGITNAICSCODE	C3 untagged key, by name	name says NAICS; e.g. ['4461', '3254', '5221']	minor	decide if this key family joins the vocabulary
PROCUREMENT.PROCUREMENT__FED_USASPENDING_BULK	NAICS_DESCRIPTION	C3 untagged key, by name	name says NAICS; e.g. ['OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING', 'SAW BLADE AND HANDTOOL MANUFACTURING', 'OTHER WAREHOUSING AND STORAGE']	minor	decide if this key family joins the vocabulary
CRIMINAL_JUSTICE.CRIMINAL_JUSTICE__FED_BJS_DATA		C4 hard ID matches nothing	8 partner columns, none share 5.0% and 50 IDs	moderate	check cleaning rule and vintage
ECONOMICS.ECONOMICS__FED_FOREIGNASSISTANCE		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
ECONOMICS.ECONOMICS__FED_US_USASPENDING_API		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
ENVIRONMENT.ENVIRONMENT__FED_EPA_ENVIROFACTS		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
FINANCE.FINANCE__FED_FDIC_BANK_DATA		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
HEALTH.HEALTH__FED_CLINICALTRIALS		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
HEALTH.HEALTH__FED_CMS_MAIN		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
HEALTH.HEALTH__FED_DEA_ARCOS		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
HEALTH.HEALTH__FED_FDA_PURPLE_BOOK		C4 hard ID with no partner	no other catalog table carries the same ID	minor	a dead end until a partner table lands
